materialNo,title,category,status,orderable,attributes
10006531,"Anschlag A270R181,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=7; Passend für=SB Segmentspannbüchsen; Außen-Ø=212 mm; Innen-Ø=181,8 mm; Gesamtlänge=115 mm"
10006532,"Anschlag A270R192,0",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,Baugröße=7; Passend für=SB Segmentspannbüchsen; Außen-Ø=212 mm; Innen-Ø=192 mm; Gesamtlänge=115 mm
10006533,"Anschlag A2SR16,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=S; Passend für=SB Segmentspannbüchsen; Außen-Ø=45 mm; Innen-Ø=16,5 mm; Gesamtlänge=47,5 mm"
10006534,"Anschlag A2SR21,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=S; Passend für=SB Segmentspannbüchsen; Außen-Ø=45 mm; Innen-Ø=21,5 mm; Gesamtlänge=47,5 mm"
10006535,"Anschlag A2XSR13,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=XS; Passend für=SB Segmentspannbüchsen; Außen-Ø=42 mm; Innen-Ø=13,5 mm; Gesamtlänge=45,5 mm"
10006536,"Anschlag A2XSR18,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=XS; Passend für=SB Segmentspannbüchsen; Außen-Ø=42 mm; Innen-Ø=18,5 mm; Gesamtlänge=45,5 mm"
10006537,"Anschlag A2XSR19,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=XS; Passend für=SB Segmentspannbüchsen; Außen-Ø=42 mm; Innen-Ø=19,5 mm; Gesamtlänge=45,5 mm"
10006538,"Anschlag A2XXSR10,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=XXS; Passend für=SB Segmentspannbüchsen; Außen-Ø=41 mm; Innen-Ø=10,5 mm; Gesamtlänge=45,5 mm"
10006539,"Anschlag A2XXSR13,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=XXS; Passend für=SB Segmentspannbüchsen; Außen-Ø=41 mm; Innen-Ø=13,5 mm; Gesamtlänge=45,5 mm"
10006540,"Anschlag A2XXSR8,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=XXS; Passend für=SB Segmentspannbüchsen; Außen-Ø=41 mm; Innen-Ø=8,5 mm; Gesamtlänge=45,5 mm"
10006541,"Anschlag A2XXSR9,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=XXS; Passend für=SB Segmentspannbüchsen; Außen-Ø=41 mm; Innen-Ø=9,5 mm; Gesamtlänge=45,5 mm"
10006617,Ausdrehring AR100,Zubehör > Ausdrehring [für Spannkopf HSW],online = Verkaufsfreigabe,False,Baugröße=100
10006619,Ausdrehring AR125,Zubehör > Ausdrehring [für Spannkopf HSW],online = Verkaufsfreigabe,False,Baugröße=125
10006620,Ausdrehring AR160,Zubehör > Ausdrehring [für Spannkopf HSW],online = Verkaufsfreigabe,False,Baugröße=160
10006621,Ausdrehring AR32,Zubehör > Ausdrehring [für Spannkopf HSW],online = Verkaufsfreigabe,False,Baugröße=32
10006622,Ausdrehring AR40,Zubehör > Ausdrehring [für Spannkopf HSW],online = Verkaufsfreigabe,False,Baugröße=40
10006623,Ausdrehring AR42,Zubehör > Ausdrehring [für Spannkopf HSW],online = Verkaufsfreigabe,False,Baugröße=42
10006624,Ausdrehring AR42/52,Zubehör > Ausdrehring [für Spannkopf HSW],online = Verkaufsfreigabe,False,Baugröße=42/52
10006625,Ausdrehring AR65,Zubehör > Ausdrehring [für Spannkopf HSW],online = Verkaufsfreigabe,False,Baugröße=65
10006626,Ausdrehring AR80,Zubehör > Ausdrehring [für Spannkopf HSW],online = Verkaufsfreigabe,False,Baugröße=80
10006627,"Anschlag AS200R20,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=0; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=54 mm; Innen-Ø=20,5 mm; Gesamtlänge=58,5 mm"
10006628,"Anschlag AS200R24,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=0; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=54 mm; Innen-Ø=24,5 mm; Gesamtlänge=58,5 mm"
10006629,"Anschlag AS200R28,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=0; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=54 mm; Innen-Ø=28,5 mm; Gesamtlänge=58,5 mm"
10006630,"Anschlag AS210R26,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=1; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=62 mm; Innen-Ø=26,5 mm; Gesamtlänge=64,5 mm"
10006631,"Anschlag AS210R32,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=1; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=62 mm; Innen-Ø=32,5 mm; Gesamtlänge=64,5 mm"
10006632,"Anschlag AS210R38,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=1; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=62 mm; Innen-Ø=38,5 mm; Gesamtlänge=64,5 mm"
10006633,"Anschlag AS220R36,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=2; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=76 mm; Innen-Ø=36,5 mm; Gesamtlänge=80,5 mm"
10006634,"Anschlag AS220R42,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=2; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=76 mm; Innen-Ø=42,5 mm; Gesamtlänge=80,5 mm"
10006635,"Anschlag AS220R48,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=2; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=76 mm; Innen-Ø=48,5 mm; Gesamtlänge=80,5 mm"
10006636,"Anschlag AS220R54,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=2; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=76 mm; Innen-Ø=54,5 mm; Gesamtlänge=80,5 mm"
10006637,"Anschlag AS230R50,6",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=3; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=105 mm; Innen-Ø=50,6 mm; Gesamtlänge=87,5 mm"
10006638,"Anschlag AS230R56,6",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=3; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=105 mm; Innen-Ø=56,6 mm; Gesamtlänge=87,5 mm"
10006639,"Anschlag AS230R62,6",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=3; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=105 mm; Innen-Ø=62,6 mm; Gesamtlänge=87,5 mm"
10006640,"Anschlag AS230R70,6",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=3; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=105 mm; Innen-Ø=70,6 mm; Gesamtlänge=87,5 mm"
10006641,"Anschlag AS230R80,6",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=3; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=105 mm; Innen-Ø=80,6 mm; Gesamtlänge=87,5 mm"
10006642,"Anschlag AS240R100,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=4; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=124 mm; Innen-Ø=100,8 mm; Gesamtlänge=97,5 mm"
10006643,"Anschlag AS240R70,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=4; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=124 mm; Innen-Ø=70,8 mm; Gesamtlänge=97,5 mm"
10006644,"Anschlag AS240R76,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=4; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=124 mm; Innen-Ø=76,8 mm; Gesamtlänge=97,5 mm"
10006645,"Anschlag AS240R84,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=4; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=124 mm; Innen-Ø=84,8 mm; Gesamtlänge=97,5 mm"
10006646,"Anschlag AS240R92,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=4; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=124 mm; Innen-Ø=92,8 mm; Gesamtlänge=97,5 mm"
10006647,"Anschlag AS250R100,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=5; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=160 mm; Innen-Ø=100,8 mm; Gesamtlänge=112,5 mm"
10006648,"Anschlag AS250R106,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=5; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=160 mm; Innen-Ø=106,8 mm; Gesamtlänge=112,5 mm"
10006649,"Anschlag AS250R114,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=5; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=160 mm; Innen-Ø=114,8 mm; Gesamtlänge=112,5 mm"
10006650,"Anschlag AS250R122,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=5; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=160 mm; Innen-Ø=122,8 mm; Gesamtlänge=112,5 mm"
10006651,"Anschlag AS250R130,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=5; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=160 mm; Innen-Ø=130,8 mm; Gesamtlänge=112,5 mm"
10006652,"Anschlag AS260R130,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=6; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=190 mm; Innen-Ø=130,8 mm; Gesamtlänge=122 mm"
10006653,"Anschlag AS260R136,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=6; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=190 mm; Innen-Ø=136,8 mm; Gesamtlänge=122 mm"
10006654,"Anschlag AS260R144,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=6; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=190 mm; Innen-Ø=144,8 mm; Gesamtlänge=122 mm"
10006655,"Anschlag AS260R152,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=6; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=190 mm; Innen-Ø=152,8 mm; Gesamtlänge=122 mm"
10006656,"Anschlag AS260R160,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=6; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=190 mm; Innen-Ø=160,8 mm; Gesamtlänge=122 mm"
10006657,"Anschlag AS270R161,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=7; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=212 mm; Innen-Ø=161,8 mm; Gesamtlänge=115 mm"
10006658,"Anschlag AS270R171,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=7; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=212 mm; Innen-Ø=171,8 mm; Gesamtlänge=115 mm"
10006659,"Anschlag AS270R181,8",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=7; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=212 mm; Innen-Ø=181,8 mm; Gesamtlänge=115 mm"
10006660,"Anschlag AS270R192,0",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=7; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=212 mm; Innen-Ø=192 mm; Gesamtlänge=115 mm"
10006661,"Anschlag AS2SR16,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=S; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=45 mm; Innen-Ø=16,5 mm; Gesamtlänge=47,5 mm"
10006662,"Anschlag AS2SR21,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=S; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=45 mm; Innen-Ø=21,5 mm; Gesamtlänge=47,5 mm"
10006663,"Anschlag AS2XSR13,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=XS; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=42 mm; Innen-Ø=13,5 mm; Gesamtlänge=45,5 mm"
10006664,"Anschlag AS2XSR18,5",Zubehör > Anschlag Rohlinge  > MANDO / MANDO Adapt / MAXXOS > 	für Dorn-/ Dornadaptions-Typ T212,online = Verkaufsfreigabe,False,"Baugröße=XS; Passend für=SB Segmentspannbüchsen
SAD Segmentspannbüchsen; Außen-Ø=42 mm; Innen-Ø=18,5 mm; Gesamtlänge=45,5 mm"
10006683,Einbauhilfe für Grundkörper - INDEX MS16,Mehrspindler > Zubehör > Einbauhilfe,online = Verkaufsfreigabe,False,Maschinenhersteller=INDEX
10006689,Einbauhilfe EAW9022ZW,Mehrspindler > Zubehör > Einbauhilfe,online = Verkaufsfreigabe,False,Maschinenhersteller=INDEX
10006707,Einbauhilfe EKV9070BZ,Mehrspindler > Zubehör > Einbauhilfe,online = Verkaufsfreigabe,False,"Maschinentyp=SF 32
SF 32S
AF 32
AF 32S"
10006984,Manuelle Wechselvorrichtung 22 RD,Mehrspindler > Zubehör > Wechselvorrichtung,online = Verkaufsfreigabe,False,"Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 24"
10006985,Manuelle Wechselvorrichtung 32 RD / SE,Zubehör > Wechselvorrichtung  > Manuell,online = Verkaufsfreigabe,False,Variante=manuell; Beschreibung=standard; Baugröße=32; Passend für=SE/RD; Typ=mq32; Gewicht=1 kg
10006986,Manuelle Wechselvorrichtung 42 RD,Zubehör > Wechselvorrichtung  > Manuell,online = Verkaufsfreigabe,False,"Variante=manuell; Beschreibung=standard; Baugröße=42; Passend für=RD; Typ=mq42; Gewicht=1,1 kg"
10006988,Manuelle Wechselvorrichtung 42/52 RD/SE,Zubehör > Wechselvorrichtung  > Manuell,online = Verkaufsfreigabe,False,"Variante=manuell; Beschreibung=standard; Baugröße=42/52; Passend für=SE/RD; Typ=mq42/52; Gewicht=1,1 kg"
10006991,Manuelle Wechselvorrichtung 65 RD,Zubehör > Wechselvorrichtung  > Manuell,online = Verkaufsfreigabe,False,"Variante=manuell; Beschreibung=standard; Baugröße=65; Passend für=RD; Typ=mq65; Gewicht=1,2 kg"
10006993,Manuelle Wechselvorrichtung 80 RD,Zubehör > Wechselvorrichtung  > Manuell,online = Verkaufsfreigabe,False,"Variante=manuell; Beschreibung=standard; Baugröße=80; Passend für=RD; Typ=mq80; Gewicht=1,3 kg"
10006994,Manuelle Wechselvorrichtung 25 RD,Mehrspindler > Zubehör > Wechselvorrichtung,online = Verkaufsfreigabe,False,"Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10006995,Manuelle Wechselvorrichtung 34 RD,Mehrspindler > Zubehör > Wechselvorrichtung,online = Verkaufsfreigabe,False,"Maschinenhersteller=Gildemeister
Schütte; Maschinentyp=AS 32
GS 32
GM 32
SF 32
SF 32S
AF 32
AF 32S
S 32PC"
10006996,Manuelle Wechselvorrichtung 32 RD,Mehrspindler > Zubehör > Wechselvorrichtung,online = Verkaufsfreigabe,False,"Maschinenhersteller=INDEX; Maschinentyp=MS 25
MS 32 6.2."
10006997,Manuelle Wechselvorrichtung 42 RD,Mehrspindler > Zubehör > Wechselvorrichtung,online = Verkaufsfreigabe,False,"Maschinenhersteller=Schütte; Maschinentyp=AD 40
AF 42
SF 42
SF 40"
10006999,Manuelle Wechselvorrichtung MQQ 06,Mehrspindler > Zubehör > Wechselvorrichtung,online = Verkaufsfreigabe,False,Maschinenhersteller=Schütte; Maschinentyp=A 36PC
10007002,Manuelle Wechselvorrichtung 26 SE,Zubehör > Wechselvorrichtung  > Manuell,online = Verkaufsfreigabe,False,Variante=manuell; Beschreibung=standard; Baugröße=26; Passend für=SE; Typ=mqtop26; Gewicht=1 kg
10007003,Manuelle Wechselvorrichtung 40 SE,Zubehör > Wechselvorrichtung  > Manuell,online = Verkaufsfreigabe,False,Variante=manuell; Beschreibung=standard; Baugröße=40; Passend für=SE; Typ=mqtop40; Gewicht=1 kg
10007004,Manuelle Wechselvorrichtung 65 SE,Zubehör > Wechselvorrichtung  > Manuell,online = Verkaufsfreigabe,False,"Variante=manuell; Beschreibung=standard; Baugröße=65; Passend für=SE; Typ=mqtop65; Gewicht=1,1 kg"
10007006,Manuelle Wechselvorrichtung 100 RD,Zubehör > Wechselvorrichtung  > Manuell,online = Verkaufsfreigabe,False,"Variante=manuell; Beschreibung=mit Rad; Baugröße=100; Passend für=RD; Typ=mv100; Gewicht=3,4 kg"
10007008,Manuelle Wechselvorrichtung 100 SE,Zubehör > Wechselvorrichtung  > Manuell,online = Verkaufsfreigabe,False,"Variante=manuell; Beschreibung=mit Rad; Baugröße=100; Passend für=SE; Typ=mvtop100; Gewicht=3,4 kg"
10007093,Wechselvorrichtung PP 100 RD,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,"Variante=pneumatisch; Beschreibung=standard; Baugröße=100; Passend für=RD; min. Betätigungsdruck=6 bar; Typ=pp100; Gewicht=2,8 kg"
10007094,Pneumat. Wechselvorrichtung 100-4 RD,Mehrspindler > Zubehör > Wechselvorrichtung,online = Verkaufsfreigabe,False,
10007095,Wechselvorrichtung PP 32 RD,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,"Variante=pneumatisch; Beschreibung=standard; Baugröße=32; Passend für=RD; min. Betätigungsdruck=6 bar; Typ=pp32; Gewicht=1,9 kg"
10007096,Wechselvorrichtung PP 42 RD,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,"Variante=pneumatisch; Beschreibung=standard; Baugröße=42; Passend für=RD; min. Betätigungsdruck=6 bar; Typ=pp42; Gewicht=1,9 kg"
10007097,Pneumat. Wechselvorrichtung 42-4 RD,Mehrspindler > Zubehör > Wechselvorrichtung,online = Verkaufsfreigabe,False,
10007098,Wechselvorrichtung PP 42/52 RD/SE,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,Variante=pneumatisch; Beschreibung=standard; Baugröße=42/52; Passend für=SE/RD; min. Betätigungsdruck=6 bar; Typ=pp42/52; Gewicht=2 kg
10007100,Wechselvorrichtung PP 65 RD/SE,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,"Variante=pneumatisch; Beschreibung=standard; Baugröße=65; Passend für=SE/RD; min. Betätigungsdruck=6 bar; Typ=pp65; Gewicht=2,2 kg"
10007101,Pneumat. Wechselvorrichtung 65-4 RD,Mehrspindler > Zubehör > Wechselvorrichtung,online = Verkaufsfreigabe,False,
10007102,Wechselvorrichtung PP 80 RD/SE,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,"Variante=pneumatisch; Beschreibung=standard; Baugröße=80; Passend für=SE/RD; min. Betätigungsdruck=6 bar; Typ=pp80; Gewicht=2,5 kg"
10007103,Wechselvorrichtung PPG 100 RD,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,Variante=pneumatisch; Beschreibung=2-Hand-Bedienung; Baugröße=100; Passend für=RD; min. Betätigungsdruck=6 bar; Typ=ppg100; Gewicht=3 kg
10007104,Wechselvorrichtung PPG 120 RD,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,Variante=pneumatisch; Beschreibung=2-Hand-Bedienung; Baugröße=120; Passend für=RD; min. Betätigungsdruck=6 bar; Typ=ppg120; Gewicht=3 kg
10007105,Wechselvorrichtung PPG 125 RD,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,Variante=pneumatisch; Beschreibung=2-Hand-Bedienung; Baugröße=125; Passend für=RD; min. Betätigungsdruck=6 bar; Typ=ppg125; Gewicht=3 kg
10007106,Wechselvorrichtung PPG 140 RD,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,"Variante=pneumatisch; Beschreibung=2-Hand-Bedienung; Baugröße=140; Passend für=RD; min. Betätigungsdruck=6 bar; Typ=ppg140; Gewicht=3,5 kg"
10007107,Wechselvorrichtung PPG 160 RD,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,"Variante=pneumatisch; Beschreibung=2-Hand-Bedienung; Baugröße=160; Passend für=RD; min. Betätigungsdruck=6 bar; Typ=ppg160; Gewicht=3,5 kg"
10007108,Wechselvorrichtung PPGV 100 RD,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,Variante=pneumatisch; Beschreibung=2-Hand-Bedienung / für Vertikalmaschinen; Baugröße=100; Passend für=RD; min. Betätigungsdruck=6 bar; Typ=ppgv100; Gewicht=3 kg
10007109,Wechselvorrichtung PPGV 120 RD,Zubehör > Wechselvorrichtung  > Pneumatisch ,online = Verkaufsfreigabe,False,"Variante=pneumatisch; Beschreibung=2-Hand-Bedienung / für Vertikalmaschinen; Baugröße=120; Passend für=RD; min. Betätigungsdruck=6 bar; Typ=ppgv120; Gewicht=3,5 kg"
