materialNo,title,category,status,orderable,attributes
10012380,"Spannkopf SK 9022 ZWG 16,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=16 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012381,"Spannkopf SK 9022 ZWG 16,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=16,5 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012382,"Spannkopf SK 9022 ZWG 17,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=17 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012383,"Spannkopf SK 9022 ZWG 17,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=17,5 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012384,"Spannkopf SK 9022 ZWG 18,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=18 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012385,"Spannkopf SK 9022 ZWG 18,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=18,5 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012386,"Spannkopf SK 9022 ZWG 19,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=19 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012387,"Spannkopf SK 9022 ZWG 19,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=19,5 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012388,"Spannkopf SK 9022 ZWG 20,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=20 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012389,"Spannkopf SK 9022 ZWG 20,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=20,5 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012390,"Spannkopf SK 9022 ZWG 21,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=21 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012391,"Spannkopf SK 9022 ZWG 21,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=21,5 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012392,"Spannkopf SK 9022 ZWG 22,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=22 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012393,"Spannkopf SK 9022 ZWG 6,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=6 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012394,"Spannkopf SK 9022 ZWG 6,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=6,5 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012395,"Spannkopf SK 9022 ZWG 7,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=7 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012396,"Spannkopf SK 9022 ZWG 7,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=7,5 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012397,"Spannkopf SK 9022 ZWG 8,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=8 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012398,"Spannkopf SK 9022 ZWG 8,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=8,5 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012399,"Spannkopf SK 9022 ZWG 9,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=9 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012400,"Spannkopf SK 9022 ZWG 9,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=9,5 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22"
10012401,"Spannkopf SK 9022 ZW 10,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=10 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012402,"Spannkopf SK 9022 ZW 11,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=11 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012403,"Spannkopf SK 9022 ZW 12,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=12 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012404,"Spannkopf SK 9022 ZW 13,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=13 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012405,"Spannkopf SK 9022 ZW 14,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=14 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012406,"Spannkopf SK 9022 ZW 15,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=15 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012407,"Spannkopf SK 9022 ZW 16,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=16 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012408,"Spannkopf SK 9022 ZW 17,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=17 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012409,"Spannkopf SK 9022 ZW 18,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=18 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012410,"Spannkopf SK 9022 ZW 19,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=19 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012411,"Spannkopf SK 9022 ZW 20,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=20 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012412,"Spannkopf SK 9022 ZW 21,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=21 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012413,"Spannkopf SK 9022 ZW 22,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=22 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012414,"Spannkopf SK 9022 ZW 5,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=5 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012415,"Spannkopf SK 9022 ZW 6,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=6 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012416,"Spannkopf SK 9022 ZW 7,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=7 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012417,"Spannkopf SK 9022 ZW 8,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=8 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012418,"Spannkopf SK 9022 ZW 9,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=9 mm; Maschinenhersteller=INDEX; Maschinentyp=MS 16 Plus
MS 22
MS 24"
10012419,"Spannkopf SK 9039 BZ 10,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=10 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012420,"Spannkopf SK 9039 BZ 11,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=11 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012421,"Spannkopf SK 9039 BZ 11,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=11,5 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012422,"Spannkopf SK 9039 BZ 12,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=12 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012423,"Spannkopf SK 9039 BZ 12,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=12,5 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012424,"Spannkopf SK 9039 BZ 13,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=13 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012425,"Spannkopf SK 9039 BZ 14,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=14 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012426,"Spannkopf SK 9039 BZ 14,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=14,5 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012427,"Spannkopf SK 9039 BZ 15,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=15 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012428,"Spannkopf SK 9039 BZ 16,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=16 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012429,"Spannkopf SK 9039 BZ 16,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=16,5 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012430,"Spannkopf SK 9039 BZ 17,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=17 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012431,"Spannkopf SK 9039 BZ 18,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=18 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012432,"Spannkopf SK 9039 BZ 19,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=19 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012433,"Spannkopf SK 9039 BZ 20,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Schlüsselweite=20 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012434,"Spannkopf SK 9039 BZ 21,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=21 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012435,"Spannkopf SK 9039 BZ 22,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Schlüsselweite=22 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012436,"Spannkopf SK 9039 BZ 22,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=22,5 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012437,"Spannkopf SK 9039 BZ 23,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=23 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012438,"Spannkopf SK 9039 BZ 24,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=24 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012439,"Spannkopf SK 9039 BZ 25,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=25 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012440,"Spannkopf SK 9039 BZ 26,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=26 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012441,"Spannkopf SK 9039 BZ 5,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=5 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012442,"Spannkopf SK 9039 BZ 6,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=6 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012443,"Spannkopf SK 9039 BZ 7,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=7 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012444,"Spannkopf SK 9039 BZ 8,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=8 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012445,"Spannkopf SK 9039 BZ 9,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=9 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012446,"Spannkopf SK 9039 BZ 10,00 mm skt",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Schlüsselweite=10 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012447,"Spannkopf SK 9039 BZ 11,00 mm skt",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Schlüsselweite=11 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012448,"Spannkopf SK 9039 BZ 12,00 mm skt",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Schlüsselweite=12 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012449,"Spannkopf SK 9039 BZ 13,00 mm skt",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Schlüsselweite=13 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012450,"Spannkopf SK 9039 BZ 14,00 mm skt",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Schlüsselweite=14 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012451,"Spannkopf SK 9039 BZ 17,00 mm skt",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Schlüsselweite=17 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012452,"Spannkopf SK 9039 BZ 19,00 mm skt",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Schlüsselweite=19 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012453,"Spannkopf SK 9039 BZ 20,00 mm skt",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Schlüsselweite=20 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012454,"Spannkopf SK 9039 BZ 22,00 mm skt",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Schlüsselweite=22 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012455,"Spannkopf SK 9039 BZ 7,00 mm skt",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Schlüsselweite=7 mm; Maschinenhersteller=INDEX
Schütte; Maschinentyp=MS 25
SF 25
SE 26
AF 26
SF 26
SF 26S
SC 26
SCX 26"
10012456,"Spannkopf SK 9039 ZW 10,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=10 mm; Maschinentyp=MS 25
10012457,"Spannkopf SK 9039 ZW 11,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=11 mm; Maschinentyp=MS 25
10012458,"Spannkopf SK 9039 ZW 12,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=12 mm; Maschinentyp=MS 25
10012459,"Spannkopf SK 9039 ZW 13,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=13 mm; Maschinentyp=MS 25
10012460,"Spannkopf SK 9039 ZW 14,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=14 mm; Maschinentyp=MS 25
10012461,"Spannkopf SK 9039 ZW 15,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=15 mm; Maschinentyp=MS 25
10012462,"Spannkopf SK 9039 ZW 15,50 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,"Spann-⌀=15,5 mm; Maschinentyp=MS 25"
10012463,"Spannkopf SK 9039 ZW 16,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=16 mm; Maschinentyp=MS 25
10012464,"Spannkopf SK 9039 ZW 17,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=17 mm; Maschinentyp=MS 25
10012465,"Spannkopf SK 9039 ZW 18,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=18 mm; Maschinentyp=MS 25
10012466,"Spannkopf SK 9039 ZW 19,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=19 mm; Maschinentyp=MS 25
10012467,"Spannkopf SK 9039 ZW 20,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=20 mm; Maschinentyp=MS 25
10012468,"Spannkopf SK 9039 ZW 21,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=21 mm; Maschinentyp=MS 25
10012469,"Spannkopf SK 9039 ZW 22,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=22 mm; Maschinentyp=MS 25
10012470,"Spannkopf SK 9039 ZW 23,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=23 mm; Maschinentyp=MS 25
10012471,"Spannkopf SK 9039 ZW 24,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=24 mm; Maschinentyp=MS 25
10012472,"Spannkopf SK 9039 ZW 25,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=25 mm; Maschinentyp=MS 25
10012473,"Spannkopf SK 9039 ZW 26,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=26 mm; Maschinentyp=MS 25
10012474,"Spannkopf SK 9039 ZW 27,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=27 mm; Maschinentyp=MS 25
10012475,"Spannkopf SK 9039 ZW 28,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=28 mm; Maschinentyp=MS 25
10012476,"Spannkopf SK 9039 ZW 29,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=29 mm; Maschinentyp=MS 25
10012477,"Spannkopf SK 9039 ZW 30,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=30 mm; Maschinentyp=MS 25
10012478,"Spannkopf SK 9039 ZW 5,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=5 mm; Maschinentyp=MS 25
10012479,"Spannkopf SK 9039 ZW 6,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=6 mm; Maschinentyp=MS 25
10012480,"Spannkopf SK 9039 ZW 7,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=7 mm; Maschinentyp=MS 25
10012481,"Spannkopf SK 9039 ZW 8,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=8 mm; Maschinentyp=MS 25
10012482,"Spannkopf SK 9039 ZW 9,00 mm rd",Mehrspindler > Mehrspindler Spannköpfe > SPANNTOP,online = Verkaufsfreigabe,False,Spann-⌀=9 mm; Maschinentyp=MS 25
